Serial No.	Week No.	Sample ID	Sample type	Species (English)	Age	Sex	EURING code	Location	Bird ring number	Location type	Collection date	Arrival date	Pool ID	Indiv. ID	Alliquote date	Taqman date	MA	MA-Ct	H5	H5-Ct	H7	H7-Ct	Virus isolation	E1	E2	Virus pathotype	HA subtype	NA subtype	Remarks	LAT-Y	LONG-X	Health
GEORGIA2010_00968	13	217-1215	other	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2263		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00969	13	217-1216	other	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2263		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00970	13	217-1217	other	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2263		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00971	13	217-1218	other	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2263		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00972	13	217-1219	other	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2263		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00973	13	217-1220	other	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2263		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00974	13	217-1221	other	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2264		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00975	13	217-1222	other	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2264		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00976	13	217-1223	other	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2264		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00977	13	217-1224	other	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2264		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00978	13	217-1225	other	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2264		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00979	13	217-1226	other	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2264		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00980	13	217-1227	cloacal swab	Woodcock	A		Ø529Ø	Hunting shop 1		area not under restriction	2010-02-06	2010/03/22	2265		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00981	13	217-1228	other	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2265		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00982	13	217-1229	cloacal swab	Woodcock	A		Ø529Ø	Hunting shop 1		area not under restriction	2010-02-06	2010/03/22	2265		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00983	13	217-1230	other	White-fronted Goose	A	F	Ø159Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2265		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00984	13	217-1231	other	White-fronted Goose	A	M	Ø159Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2265		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00985	13	217-1232	other	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2265		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00986	13	217-1233	tracheal or oropharyngeal swab	Woodcock	A		Ø529Ø	Hunting shop 1		area not under restriction	2010-02-06	2010/03/22	2266		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00987	13	217-1234	cloacal swab	Common Pochard	A	F	Ø198Ø	Hunting shop 1		area not under restriction	2010-02-06	2010/03/22	2266		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00988	13	217-1235	tracheal or oropharyngeal swab	Common Pochard	A	F	Ø198Ø	Hunting shop 1		area not under restriction	2010-02-06	2010/03/22	2266		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00989	13	217-1236	cloacal swab	Common Pochard	A	F	Ø198Ø	Hunting shop 1		area not under restriction	2010-02-06	2010/03/22	2266		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00990	13	217-1237	tracheal or oropharyngeal swab	Common Pochard	A	F	Ø198Ø	Hunting shop 1		area not under restriction	2010-02-06	2010/03/22	2266		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00991	13	217-1238	tracheal or oropharyngeal swab	Common Pochard	A	M	Ø198Ø	Hunting shop 1		area not under restriction	2010-02-06	2010/03/22	2266		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00992	13	217-1239	tracheal or oropharyngeal swab	Woodcock	A		Ø529Ø	Hunting shop 1		area not under restriction	2010-02-06	2010/03/22	2269		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00993	13	217-1240	cloacal swab	White-fronted Goose	A	F	Ø159Ø	Hunting shop 1		area not under restriction	2010-02-06	2010/03/22	2269		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00994	13	217-1241	tracheal or oropharyngeal swab	Common Pochard	A	M	Ø198Ø	Hunting shop 1		area not under restriction	2010-02-06	2010/03/22	2269		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00995	13	217-1242	tracheal or oropharyngeal swab	White-fronted Goose	A	F	Ø159Ø	Hunting shop 1		area not under restriction	2010-02-06	2010/03/22	2269		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00996	13	217-1243	tracheal or oropharyngeal swab	Woodcock	A	M	Ø529Ø	Hunting shop 1		area not under restriction	2010-02-06	2010/03/22	2269		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_00997	13	217-1244	tracheal or oropharyngeal swab	Woodcock	A	M	Ø529Ø	Poti		area not under restriction	2010-02-17	2010/03/22	2269		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1534	41.6485	live without clinical signs
GEORGIA2010_00998	13	217-1245					#N/A			area not under restriction		2010/03/22	2270		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		#N/A	#N/A	#N/A
GEORGIA2010_00999	13	217-1246	tracheal or oropharyngeal swab	Common Coot	A	M	Ø429Ø	Poti		area not under restriction	2010-02-17	2010/03/22	2270		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1534	41.6485	live without clinical signs
GEORGIA2010_01000	13	217-1247					#N/A			area not under restriction		2010/03/22	2270		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		#N/A	#N/A	#N/A
GEORGIA2010_01001	13	217-1248					#N/A			area not under restriction		2010/03/22	2270		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		#N/A	#N/A	#N/A
GEORGIA2010_01002	13	217-1249	tracheal or oropharyngeal swab	Pygmy Cormorant	A		ØØ82Ø	Poti		area not under restriction	2010-02-17	2010/03/22	2270		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1534	41.6485	live without clinical signs
GEORGIA2010_01003	13	217-1250	cloacal swab	Pygmy Cormorant	A		ØØ82Ø	Poti		area not under restriction	2010-02-17	2010/03/22	2270		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1534	41.6485	live without clinical signs
GEORGIA2010_01004	13	217-1251	tracheal or oropharyngeal swab	Pygmy Cormorant	A	M	ØØ82Ø	Poti		area not under restriction	2010-02-17	2010/03/22	2271		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1534	41.6485	live without clinical signs
GEORGIA2010_01005	13	217-1252	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Poti		area not under restriction	2010-02-17	2010/03/22	2271		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1534	41.6485	live without clinical signs
GEORGIA2010_01006	13	217-1253	cloacal swab	Pygmy Cormorant	A	M	ØØ82Ø	Poti		area not under restriction	2010-02-17	2010/03/22	2271		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1534	41.6485	live without clinical signs
GEORGIA2010_01007	13	217-1254	tracheal or oropharyngeal swab	White-fronted Goose	A	F	Ø159Ø	Poti		area not under restriction	2010-02-17	2010/03/22	2271		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1534	41.6485	live without clinical signs
GEORGIA2010_01008	13	217-1255					#N/A			area not under restriction		2010/03/22	2271		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		#N/A	#N/A	#N/A
GEORGIA2010_01009	13	217-1256	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Poti		area not under restriction	2010-02-17	2010/03/22	2271		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1534	41.6485	live without clinical signs
GEORGIA2010_01010	13	217-1257					#N/A			area not under restriction		2010/03/22	2272		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		#N/A	#N/A	#N/A
GEORGIA2010_01011	13	217-1258					#N/A			area not under restriction		2010/03/22	2272		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		#N/A	#N/A	#N/A
GEORGIA2010_01012	13	217-1259	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2272		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01013	13	217-1260	cloacal swab	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2272		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01014	13	217-1261	tracheal or oropharyngeal swab	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2272		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01015	13	217-1262	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2272		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01016	13	217-1263	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2273		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01017	13	217-1264	tracheal or oropharyngeal swab	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2273		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01018	13	217-1265	cloacal swab	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2273		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01019	13	217-1266	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2273		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01020	13	217-1267	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2273		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01021	13	217-1268	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2273		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01022	13	217-1269	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2274		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01023	13	217-1270	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2274		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01024	13	217-1271	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2274		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01025	13	217-1272	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2274		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01026	13	217-1273	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2274		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01027	13	217-1275	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2274		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01028	13	217-1276	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2275		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01029	13	217-1277	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2275		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01030	13	217-1278	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2275		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01031	13	217-1279	tracheal or oropharyngeal swab	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2275		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01032	13	217-1280	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2275		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01033	13	217-1281	cloacal swab	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2275		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01034	13	217-1282	tracheal or oropharyngeal swab	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2277		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01035	13	217-1283	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2277		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01036	13	217-1284	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2277		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01037	13	217-1285	tracheal or oropharyngeal swab	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2277		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01038	13	217-1286	cloacal swab	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2277		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01039	13	217-1287	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2277		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01040	13	217-1288	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2278		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01041	13	217-1289	tracheal or oropharyngeal swab	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2278		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01042	13	217-1290	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2278		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01043	13	217-1291	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2278		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01044	13	217-1292	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2278		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01045	13	217-1293	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2278		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01046	13	217-1294	tracheal or oropharyngeal swab	Common Pochard	A	F	Ø198Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2279		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01047	13	217-1295	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2279		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01048	13	217-1296	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2279		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01049	13	217-1298	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2279		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01050	13	217-1299	tracheal or oropharyngeal swab	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2279		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01051	13	217-1300	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2279		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01052	13	217-1301	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2280		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01053	13	217-1302	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2280		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01054	13	217-1303	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2280		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01055	13	217-1304	tracheal or oropharyngeal swab	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2280		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01056	13	217-1305	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2280		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01057	13	217-1307	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2280		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01058	13	217-1308	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2281		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01059	13	217-1309	cloacal swab	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2281		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01060	13	217-1310	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2281		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01061	13	217-1311					#N/A	Hunting shop 1		area not under restriction		2010/03/22	2281		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01062	13	217-1312	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2281		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01063	13	217-1314	cloacal swab	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2281		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01064	13	217-1316					#N/A	Hunting shop 1		area not under restriction		2010/03/22	2282		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01065	13	217-1317	tracheal or oropharyngeal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2282		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01066	13	217-1318	cloacal swab	Mallard	A	F	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2282		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01067	13	217-1319	cloacal swab	Mallard	A	M	Ø186Ø	Poti		area not under restriction	2010-02-13	2010/03/22	2282		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1534	41.6485	live without clinical signs
GEORGIA2010_01068	13	217-1320	cloacal swab	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-14	2010/03/22	2282		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
GEORGIA2010_01069	13	217-1321	cloacal swab	Mallard	A	M	Ø186Ø	Hunting shop 1		area not under restriction	2010-02-13	2010/03/22	2282		2010/03/29	2010-03-29	n		n		n		not performed			Not identifiable	H not determined	N not determined		042.1761	41.7500	live without clinical signs
